connection_idx,mean_connectivity_z,condition
252,0.018274508054336835,external
253,0.03237938266486888,external
254,-0.026881637791979263,external
255,0.017964489783159523,external
256,-0.012132232030111474,external
257,0.009518567125521247,external
258,0.028800208627880446,external
259,-0.0025700768082601,external
260,0.000803618948981367,external
261,0.02178598479605824,external
262,0.035981503849385074,external
263,0.1280892182972834,external
264,0.06468760482374711,external
265,0.026943976067153624,external
266,0.02232033897138459,external
267,0.022321397613469046,external
268,0.032694307274674865,external
269,0.041260805659826406,external
270,0.021150403768096585,external
271,0.0370460775441719,external
272,0.049909204657202756,external
273,0.022381790217108958,external
274,0.008460483753824938,external
275,0.01898893439124871,external
276,0.0490423876037556,external
277,0.0023840206746827963,external
278,0.015070261996360931,external
279,0.04544349712785458,external
280,0.14210851193926732,external
281,0.0663278119841615,external
282,0.03493953778226832,external
283,0.04556875377995484,external
284,0.02633514878852321,external
285,0.06790239220858897,external
286,0.12905453878498488,external
287,0.0819111217598296,external
288,0.07603764990144236,external
289,0.01913391527490389,external
290,0.07024468172137655,external
291,-0.03029104332284242,external
292,-0.016654861358677827,external
293,0.0026434800143882906,external
294,0.05900116822959331,external
295,-0.00973949698117769,external
296,0.0022811475830023242,external
297,0.014100388840372477,external
298,0.05732699913789083,external
299,0.036410648224129157,external
300,0.05895056154191836,external
301,0.021716680152669737,external
302,0.09191051998323181,external
303,0.13397179629002248,external
304,0.07368336316316777,external
305,0.07881537279187868,external
306,0.046453306851906295,external
307,0.08566955116730028,external
308,-0.1032944183658681,external
309,0.013649623979504996,external
