connection_idx,mean_connectivity_z,condition
94,0.08089517619284477,internal
95,0.043085230437795996,internal
96,0.04603133857853096,internal
97,0.07550994282201283,internal
98,0.05521265098490783,internal
99,0.020181514232086268,internal
100,0.014264760913526941,internal
101,0.039578489874682155,internal
102,0.02912286918726513,internal
103,0.02418039313582605,internal
104,0.05508833679660544,internal
105,0.03422323606795558,internal
106,0.020571557200879855,internal
107,0.059970405038440366,internal
108,-0.0012558345978616974,internal
109,-0.02173219485538992,internal
110,0.05144383419260682,internal
111,0.0743855070993397,internal
112,0.021244150374521726,internal
113,0.06407604440092544,internal
114,0.0971474035135625,internal
115,0.05749285663002427,internal
116,0.05197310979411467,internal
117,0.039510792648419425,internal
118,0.055941205658094906,internal
119,0.07288777728866996,internal
120,0.04701879910420157,internal
121,0.050482089539937214,internal
122,0.022984812837896995,internal
123,0.03485498382021356,internal
124,0.06968004933278056,internal
125,0.03109632344981571,internal
126,-0.0005689213928116535,internal
127,0.03250751976112287,internal
128,0.05365977896632603,internal
129,0.03251170171923484,internal
130,0.02982759210254315,internal
131,0.01855703694593171,internal
132,0.061636003272994816,internal
133,0.19637033549762595,internal
134,0.10796346343064951,internal
135,0.07720123042323417,internal
136,0.03904350803180146,internal
137,0.08918485486156158,internal
138,-0.04953249066260836,internal
139,0.06384379455317346,internal
140,0.013909775072731398,internal
141,0.028355379311040194,internal
142,0.005062994624073299,internal
143,0.001217542891393475,internal
144,0.05438232556546425,internal
145,0.07106408638357678,internal
146,0.06064022747603406,internal
147,0.016070756112953572,internal
148,0.04480497085802087,internal
149,0.10813981073012184,internal
150,0.20979177335570695,internal
151,0.10658773460846689,internal
152,0.08139897579177018,internal
153,0.06810569381217678,internal
154,0.08009603497313178,internal
155,0.031794209039197524,internal
156,0.020662448709455855,internal
157,0.05084375882399501,internal
158,0.049649798542253785,internal
159,-0.01025894146232322,internal
160,0.027128115817440318,internal
161,0.041215130781490354,internal
162,0.08916578599377405,internal
163,0.0870618627904602,internal
164,0.07005854752170117,internal
165,0.08219460596714205,internal
166,-0.04031612243665948,internal
167,0.030052057106954244,internal
168,0.04905703711671563,internal
169,0.07111607956343093,internal
170,0.006178853255427552,internal
171,0.1003567048068571,internal
172,0.03104715354472312,internal
173,0.02150579741861695,internal
174,0.07199324615436715,internal
175,0.05884825983258422,internal
176,0.010902153225082839,internal
177,0.04269199776824304,internal
178,0.05395456369745486,internal
